gene	unique	total
ENSG00000219736.1	1378	1378
ENSG00000111799.20	12617	12617
ENSG00000112695.11	1929	2027
ENSG00000112697.15	5116	5116
ENSG00000225793.2	1403	1517
ENSG00000118407.14	8822	8871
ENSG00000203489.3	608	850
ENSG00000237174.7	2235	2318
ENSG00000221332.2	177	178
ENSG00000263533.1	37	37
ENSG00000238156.1	431	431
ENSG00000217680.1	357	418
ENSG00000201291.1	120	127
ENSG00000219722.1	402	402
ENSG00000220730.2	310	310
ENSG00000252137.1	54	61
ENSG00000112701.17	11283	11522
ENSG00000217488.2	958	958
ENSG00000252498.1	64	64
ENSG00000200091.1	245	300
ENSG00000196586.13	8802	8930
ENSG00000252156.1	62	70
ENSG00000223169.1	62	67
ENSG00000112706.11	3798	3798
ENSG00000200040.1	83	83
ENSG00000222652.1	77	77
ENSG00000238697.1	72	72
ENSG00000236635.2	540	540
ENSG00000272445.1	60	72
ENSG00000280511.1	421	597
ENSG00000231762.1	2058	2255
ENSG00000271945.1	756	756
ENSG00000276064.1	68	68
ENSG00000135312.6	1991	1991
ENSG00000219253.1	509	523
ENSG00000269964.2	4770	4770
ENSG00000230309.1	357	357
ENSG00000229495.1	2602	2602
ENSG00000146243.13	7431	7573
ENSG00000146247.13	13250	13251
ENSG00000217512.1	417	417
ENSG00000118418.14	1016	1041
ENSG00000270362.1	2916	2916
ENSG00000220154.2	293	293
ENSG00000201464.1	74	74
ENSG00000217786.1	581	610
ENSG00000218029.3	187	241
ENSG00000262048.1	505	505
ENSG00000231533.1	444	444
ENSG00000218748.1	208	230
ENSG00000135338.13	6017	6017
ENSG00000261970.1	337	337
ENSG00000272137.1	423	441
ENSG00000279659.1	1624	1624
ENSG00000198478.7	4623	4623
ENSG00000235357.1	451	451
ENSG00000220918.1	919	919
ENSG00000233835.1	295	295
ENSG00000118402.5	3012	3012
ENSG00000218582.2	736	977
ENSG00000220311.1	274	275
ENSG00000112742.9	4645	4654
ENSG00000218418.2	2522	5884
ENSG00000217377.1	604	604
ENSG00000083123.14	3871	4092
ENSG00000272129.1	1406	1406
ENSG00000219547.1	402	525
ENSG00000279022.1	413	413
ENSG00000233967.6	934	934
ENSG00000260645.1	2093	2093
ENSG00000219361.1	326	328
ENSG00000181705.2	167	167
ENSG00000216352.1	1309	1319
ENSG00000112773.15	6084	6084
ENSG00000226089.2	784	784
ENSG00000277797.1	2377	2377
ENSG00000212336.1	90	90
ENSG00000232031.1	441	441
ENSG00000206886.1	103	103
ENSG00000219702.1	263	263
ENSG00000224995.1	490	490
ENSG00000226453.1	792	792
ENSG00000260574.1	57	57
ENSG00000005700.14	8706	8854
ENSG00000223044.1	73	73
ENSG00000220537.1	947	949
ENSG00000146242.8	6871	6871
ENSG00000118420.16	6326	6504
ENSG00000220091.2	264	264
ENSG00000227215.1	450	450
ENSG00000083097.14	10086	10120
ENSG00000013375.15	7460	7518
ENSG00000013392.7	3621	3714
ENSG00000065833.8	3341	3341
ENSG00000219951.4	813	964
ENSG00000146250.6	2410	2410
ENSG00000065609.14	7171	7171
ENSG00000237874.2	321	321
ENSG00000203877.8	4196	4196
ENSG00000065615.13	9168	9597
ENSG00000228679.1	805	805
ENSG00000230852.1	310	310
ENSG00000135324.5	2123	2123
ENSG00000135315.11	5582	5584
ENSG00000231776.5	740	740
ENSG00000226309.1	1041	1189
ENSG00000112837.16	8404	8404
ENSG00000228290.6	2208	2235
ENSG00000219604.1	108	108
ENSG00000216523.1	195	199
ENSG00000220291.1	972	972
ENSG00000216902.3	333	337
ENSG00000217060.1	1182	1560
ENSG00000213211.2	839	1189
ENSG00000234155.1	2483	2483
ENSG00000216439.1	436	439
ENSG00000214460.3	428	484
ENSG00000135318.11	4530	4530
ENSG00000280232.1	563	588
ENSG00000135317.12	6761	7339
ENSG00000271793.1	54	805
ENSG00000135316.17	7245	8202
ENSG00000220563.1	685	685
ENSG00000203875.10	3077	3224
ENSG00000275072.1	0	40
ENSG00000217334.1	601	611
ENSG00000198738.4	111	148
ENSG00000222686.1	134	143
ENSG00000200427.1	87	87
ENSG00000218766.1	480	482
ENSG00000202103.1	64	109
ENSG00000220069.1	446	690
ENSG00000217272.1	540	542
ENSG00000220831.4	275	310
ENSG00000219500.1	396	396
ENSG00000243124.3	227	261
ENSG00000218561.1	365	371
ENSG00000219190.1	381	381
ENSG00000217769.4	27	274
ENSG00000220240.1	86	107
ENSG00000168830.7	2022	2022
ENSG00000214457.3	630	698
ENSG00000217169.2	217	217
ENSG00000217776.1	165	276
ENSG00000252697.1	274	274
ENSG00000135346.8	2390	2396
ENSG00000215477.2	915	966
ENSG00000272008.1	4097	4097
ENSG00000188994.12	13126	13234
ENSG00000218313.1	906	906
ENSG00000164411.11	2672	2697
ENSG00000216990.2	1608	1646
ENSG00000111850.10	8659	8863
ENSG00000203872.6	2770	2872
ENSG00000279616.1	1593	1745
ENSG00000272514.5	1571	3562
ENSG00000213204.8	497	3528
ENSG00000216324.1	264	264
ENSG00000218793.1	931	952
ENSG00000218698.1	737	751
ENSG00000164414.17	1029	2078
ENSG00000206715.1	77	78
ENSG00000146282.17	2512	2571
ENSG00000135336.14	3479	3713
ENSG00000135334.8	1945	1969
ENSG00000238628.1	74	74
ENSG00000207131.1	80	83
ENSG00000240997.3	264	268
ENSG00000271114.1	416	416
ENSG00000118434.8	1738	1738
ENSG00000118432.12	6436	6436
ENSG00000279565.1	3390	3472
ENSG00000220131.1	319	324
ENSG00000220267.1	982	1078
ENSG00000234426.1	247	275
ENSG00000111880.15	4863	4912
ENSG00000222145.1	159	159
ENSG00000280277.1	2020	2031
ENSG00000220130.1	218	237
ENSG00000220960.1	320	452
ENSG00000223001.1	133	161
ENSG00000271931.1	474	474
ENSG00000146278.10	2984	2984
ENSG00000264017.2	253	267
ENSG00000154548.8	4538	4631
ENSG00000146281.5	4435	4678
ENSG00000146276.11	3740	3831
ENSG00000111886.10	2114	2199
ENSG00000220418.1	1243	1302
ENSG00000198833.6	4260	4260
ENSG00000025039.14	5056	5068
ENSG00000218965.1	556	579
ENSG00000135299.16	8564	8581
ENSG00000239316.3	237	263
ENSG00000237027.1	1141	1141
ENSG00000083099.10	8075	8757
ENSG00000112159.11	18677	18677
ENSG00000228124.1	442	442
ENSG00000220871.1	215	250
ENSG00000217653.1	701	725
ENSG00000118412.12	8234	8247
ENSG00000199630.1	66	66
ENSG00000218300.1	305	305
ENSG00000219240.2	1353	1366
ENSG00000135355.4	2374	2375
ENSG00000252891.1	47	80
ENSG00000112182.14	9856	9875
ENSG00000226455.1	905	905
ENSG00000222078.1	255	255
ENSG00000218730.1	342	376
ENSG00000266760.1	62	62
ENSG00000260271.1	1306	1401
ENSG00000135341.17	7281	7281
ENSG00000224605.1	412	412
ENSG00000263734.1	48	48
ENSG00000224944.1	681	703
ENSG00000262095.1	180	231
ENSG00000219087.2	136	136
ENSG00000220340.1	180	194
ENSG00000240961.3	255	259
ENSG00000219867.1	537	556
ENSG00000220553.1	863	863
ENSG00000200492.2	171	181
ENSG00000261038.1	925	943
ENSG00000220908.2	555	563
ENSG00000221455.2	183	183
ENSG00000219387.2	894	897
ENSG00000235099.1	576	709
ENSG00000213187.3	726	755
ENSG00000135333.13	7426	7426
ENSG00000280451.1	1175	1182
ENSG00000252249.1	94	94
ENSG00000229600.1	454	454
ENSG00000231143.1	235	235
ENSG00000220370.1	171	196
ENSG00000279403.1	1136	1136
ENSG00000270484.1	1750	1750
ENSG00000216853.1	410	410
ENSG00000219627.1	285	285
ENSG00000261366.1	2238	2238
ENSG00000172469.15	5154	5154
ENSG00000219549.1	469	469
ENSG00000219941.1	1191	1213
ENSG00000172461.10	13605	13689
ENSG00000242560.3	206	267
ENSG00000233797.1	484	518
ENSG00000014123.9	4509	4509
ENSG00000112214.10	2135	2135
ENSG00000213183.3	422	551
ENSG00000207309.1	109	109
ENSG00000219139.1	839	839
ENSG00000217331.1	811	811
ENSG00000216518.1	875	875
ENSG00000224384.1	451	451
ENSG00000112218.8	5894	5922
ENSG00000123545.5	2465	2539
ENSG00000263479.2	261	267
ENSG00000186231.16	4252	4259
ENSG00000146263.11	21345	22044
ENSG00000271860.6	5984	6109
ENSG00000226207.1	469	469
ENSG00000238367.1	61	61
ENSG00000220505.2	304	304
ENSG00000236920.2	741	741
ENSG00000187472.4	154	219
ENSG00000283010.1	963	963
ENSG00000184486.9	4806	4849
ENSG00000112234.8	8026	8114
ENSG00000271042.1	280	283
ENSG00000265226.1	58	58
ENSG00000232699.3	378	706
ENSG00000146267.11	11427	11643
ENSG00000132423.11	1426	1479
ENSG00000132424.14	11094	11112
ENSG00000228506.1	1608	1608
ENSG00000123552.17	8149	8152
ENSG00000228439.5	961	961
ENSG00000274603.1	62	79
ENSG00000112237.12	5844	5983
ENSG00000272017.1	970	970
ENSG00000219755.1	697	715
ENSG00000279170.1	2239	2258
ENSG00000112238.11	3274	3274
ENSG00000199303.1	57	81
ENSG00000152034.10	2365	2390
ENSG00000229315.6	1268	1292
ENSG00000219257.2	680	835
ENSG00000275716.1	422	428
ENSG00000213177.3	489	570
ENSG00000216378.1	945	954
ENSG00000112246.9	9219	9230
ENSG00000228082.1	350	350
ENSG00000112249.13	11751	11753
ENSG00000220695.1	550	747
ENSG00000260000.2	1487	1487
ENSG00000270987.1	489	706
ENSG00000164418.19	7212	7412
ENSG00000218475.2	1113	1113
ENSG00000218536.1	654	654
ENSG00000219757.1	384	396
ENSG00000217120.1	1262	1354
ENSG00000202283.1	104	104
ENSG00000216817.1	2022	2083
ENSG00000214428.3	833	835
ENSG00000218173.1	401	401
ENSG00000085382.11	9273	9452
ENSG00000252944.1	75	75
ENSG00000227535.2	218	224
ENSG00000271099.1	1529	1645
ENSG00000203809.6	2714	2855
ENSG00000187772.7	5866	5968
ENSG00000212147.1	54	77
ENSG00000112276.13	5538	5777
ENSG00000203808.10	2373	2373
ENSG00000132429.9	1878	1878
ENSG00000272102.1	511	511
ENSG00000085377.13	3732	3732
ENSG00000231628.1	1161	1168
ENSG00000216639.1	714	717
ENSG00000219902.1	325	341
ENSG00000237567.1	559	559
ENSG00000219088.1	1575	1643
ENSG00000200198.1	236	285
ENSG00000057663.14	5598	5598
ENSG00000057657.15	6358	6358
ENSG00000269919.1	424	424
ENSG00000273744.1	57	57
ENSG00000244710.3	253	269
ENSG00000252444.1	70	81
ENSG00000233941.1	357	384
ENSG00000112297.14	10241	10372
ENSG00000207499.1	44	72
ENSG00000202386.1	80	87
ENSG00000282408.1	385	385
ENSG00000200314.1	26	72
ENSG00000130347.12	1828	1971
ENSG00000200295.1	65	74
ENSG00000130348.11	4971	5452
ENSG00000216977.1	355	436
ENSG00000229654.1	389	389
ENSG00000235142.7	6708	6711
ENSG00000202285.1	71	77
ENSG00000207577.1	66	66
ENSG00000272398.5	2864	3173
ENSG00000130349.9	1883	2063
ENSG00000178409.13	6762	6809
ENSG00000252125.1	58	70
ENSG00000164494.11	3743	3896
ENSG00000276620.1	229	244
ENSG00000220237.1	364	364
ENSG00000112320.11	6866	6871
ENSG00000234206.5	573	573
ENSG00000280135.1	2890	2890
ENSG00000146285.13	7176	7217
ENSG00000025796.13	7861	8610
ENSG00000238420.1	65	65
ENSG00000232778.1	416	425
ENSG00000272476.1	2390	2544
ENSG00000224987.1	216	244
ENSG00000253090.2	83	85
ENSG00000231112.1	181	191
ENSG00000225093.1	836	1182
ENSG00000271734.1	440	440
ENSG00000081087.14	5233	5379
ENSG00000238490.1	77	83
ENSG00000225174.1	3452	3452
ENSG00000112333.11	3674	3683
ENSG00000279398.1	417	417
ENSG00000112335.14	1890	1898
ENSG00000233511.1	157	157
ENSG00000212525.1	77	77
ENSG00000230248.1	593	602
ENSG00000206974.1	71	74
ENSG00000135537.16	8431	8519
ENSG00000238055.1	286	296
ENSG00000279498.1	750	750
ENSG00000238079.1	126	126
ENSG00000227072.1	464	464
ENSG00000200799.1	62	75
ENSG00000271608.1	153	160
ENSG00000118689.14	5027	7689
ENSG00000228976.1	201	256
ENSG00000203801.8	3430	3450
ENSG00000219565.2	4676	4898
ENSG00000231559.1	217	217
ENSG00000118690.12	4246	4246
ENSG00000218872.1	302	308
ENSG00000228834.1	127	229
ENSG00000230290.1	82	82
ENSG00000080546.13	5078	5078
ENSG00000271730.1	614	614
ENSG00000199944.1	75	76
ENSG00000183137.14	6239	7027
ENSG00000203799.12	10091	10167
ENSG00000233908.1	81	93
ENSG00000219700.1	851	876
ENSG00000201023.1	51	72
ENSG00000218632.3	460	710
ENSG00000135535.15	6828	6912
ENSG00000260273.1	842	842
ENSG00000185250.15	4229	4590
ENSG00000135587.8	2043	2043
ENSG00000135596.17	7133	7411
ENSG00000112365.4	5065	5489
ENSG00000223537.2	352	352
ENSG00000155085.15	9920	10170
ENSG00000112367.10	3587	3587
ENSG00000232311.1	435	435
ENSG00000146360.8	1915	1915
ENSG00000112290.12	3371	3371
ENSG00000168438.14	5787	5942
ENSG00000053328.8	1767	1767
ENSG00000203797.9	2144	2158
ENSG00000004809.13	4013	4017
ENSG00000241162.3	243	278
ENSG00000260188.1	1495	1500
ENSG00000219559.1	379	411
ENSG00000270934.1	583	583
ENSG00000155111.14	7487	7576
ENSG00000213150.2	798	830
ENSG00000217041.1	308	309
ENSG00000219150.2	160	174
ENSG00000200522.1	28	69
ENSG00000212587.1	68	98
ENSG00000199360.1	72	76
ENSG00000213149.3	796	879
ENSG00000271607.1	280	281
ENSG00000123505.15	6389	7134
ENSG00000219329.1	370	512
ENSG00000155115.6	760	1035
ENSG00000197498.12	3679	3951
ENSG00000218803.1	494	624
ENSG00000112394.16	10801	11286
ENSG00000200926.1	68	90
ENSG00000231046.1	403	403
ENSG00000173214.5	5282	5926
ENSG00000230177.1	493	527
ENSG00000271789.1	1340	1355
ENSG00000009413.15	12341	12514
ENSG00000272356.1	3934	4285
ENSG00000220392.1	452	452
ENSG00000229276.1	293	352
ENSG00000218676.1	1078	1492
ENSG00000231889.7	4797	4918
ENSG00000220506.2	624	624
ENSG00000056972.18	6238	6751
ENSG00000255389.1	2391	2391
ENSG00000010810.17	7698	7707
ENSG00000227012.2	732	732
ENSG00000112761.20	3247	3322
ENSG00000074935.13	6975	7141
ENSG00000203778.7	2477	2542
ENSG00000112769.18	11698	11708
ENSG00000237234.7	1549	1563
ENSG00000207044.1	76	77
ENSG00000270661.1	1901	1901
ENSG00000271208.1	564	564
ENSG00000226440.7	4159	4266
ENSG00000281613.2	763	1564
ENSG00000216663.3	967	967
ENSG00000251258.1	1202	1870
ENSG00000219773.1	422	844
ENSG00000215807.4	969	1256
ENSG00000217770.1	1673	1711
ENSG00000232299.1	458	458
ENSG00000225580.2	817	1148
ENSG00000271498.1	502	502
ENSG00000201386.1	69	77
ENSG00000218490.1	449	449
ENSG00000216904.2	1398	1556
ENSG00000223811.1	477	477
ENSG00000232316.1	571	576
ENSG00000236347.1	508	567
ENSG00000218208.1	223	417
ENSG00000230943.1	606	606
ENSG00000231912.2	345	345
ENSG00000219758.6	303	313
ENSG00000277443.2	4245	4245
ENSG00000227502.2	2691	2725
ENSG00000175967.3	2225	2225
ENSG00000196591.11	15430	15634
ENSG00000228624.7	8253	8256
ENSG00000216723.1	525	525
ENSG00000249853.7	4074	4074
ENSG00000216471.3	463	595
ENSG00000212333.1	76	76
ENSG00000218089.1	1136	1136
ENSG00000232395.1	913	913
ENSG00000226079.1	372	372
ENSG00000251882.1	68	74
ENSG00000219619.2	224	225
ENSG00000228777.1	253	253
ENSG00000111816.7	12228	13200
ENSG00000186743.2	669	710
ENSG00000178425.13	6983	7333
ENSG00000123500.9	3780	3780
ENSG00000218428.1	479	485
ENSG00000236326.1	391	391
ENSG00000187189.10	4150	4150
ENSG00000111817.16	14469	14976
ENSG00000237021.2	1991	2051
ENSG00000233558.1	463	593
ENSG00000189241.6	3140	3296
ENSG00000240050.5	1560	1592
ENSG00000217241.1	244	522
ENSG00000218153.2	928	1317
ENSG00000244158.1	500	500
ENSG00000188820.12	1192	1192
ENSG00000234117.2	689	707
ENSG00000173626.9	2697	2726
ENSG00000178033.5	9713	9737
ENSG00000164451.13	1989	1989
ENSG00000111832.12	5601	5991
ENSG00000111834.12	2867	2867
ENSG00000153975.9	2709	2709
ENSG00000196911.10	9707	11444
ENSG00000183807.7	1006	1006
ENSG00000173612.9	2888	2888
ENSG00000185002.9	4061	4061
ENSG00000217089.1	139	139
ENSG00000200248.1	80	88
ENSG00000170162.13	2229	2229
ENSG00000047936.10	7633	7915
ENSG00000251814.1	228	245
ENSG00000222713.1	267	274
ENSG00000282218.1	101	900
ENSG00000219703.1	468	519
ENSG00000226181.1	278	278
ENSG00000164465.18	6884	7032
ENSG00000207461.1	67	75
ENSG00000047932.13	4139	4656
ENSG00000218233.1	1341	1341
ENSG00000153989.7	3852	4638
ENSG00000196376.10	4576	4822
ENSG00000230202.1	111	444
ENSG00000216809.1	2494	2494
ENSG00000111860.13	9483	9483
ENSG00000169075.7	1357	1447
ENSG00000198523.5	1971	1971
ENSG00000217330.1	530	535
ENSG00000225549.3	1149	1149
ENSG00000111877.17	12542	12601
ENSG00000111875.7	2486	2486
ENSG00000253194.1	441	441
ENSG00000111879.18	7951	7951
ENSG00000222649.1	65	65
ENSG00000207982.1	67	67
ENSG00000220139.1	150	150
ENSG00000111885.6	4981	4984
ENSG00000216316.1	546	552
ENSG00000200732.1	72	75
ENSG00000265725.1	49	49
ENSG00000206857.1	59	77
ENSG00000200310.1	82	92
ENSG00000216710.1	263	263
ENSG00000146350.13	6840	7104
ENSG00000206598.1	70	77
ENSG00000207403.1	65	72
ENSG00000220447.1	337	359
ENSG00000272714.1	351	351
ENSG00000152661.7	2616	3007
ENSG00000199458.1	111	111
ENSG00000219784.2	634	634
ENSG00000201379.1	109	111
ENSG00000222659.1	160	160
ENSG00000220326.2	165	183
ENSG00000218180.2	735	866
ENSG00000219135.1	333	458
ENSG00000217139.2	1208	1318
ENSG00000220184.2	503	560
ENSG00000199932.1	85	134
ENSG00000025156.12	2420	2702
ENSG00000279453.1	2395	2405
ENSG00000111897.6	3030	3107
ENSG00000275339.1	225	225
ENSG00000135549.14	3228	3597
ENSG00000279114.1	5684	6394
ENSG00000277408.1	284	284
ENSG00000272472.1	1354	1354
ENSG00000240606.3	194	220
ENSG00000164434.11	2663	2698
ENSG00000172594.12	2346	2346
ENSG00000232362.1	228	281
ENSG00000146352.12	11484	11484
ENSG00000186439.12	6723	6723
ENSG00000235535.7	5194	5305
ENSG00000188580.14	4213	4213
ENSG00000237321.1	619	619
ENSG00000236548.1	4400	4477
ENSG00000146373.16	12865	12938
ENSG00000111907.20	7573	7717
ENSG00000111906.17	5954	5963
ENSG00000226409.2	1627	1642
ENSG00000237742.6	2895	3096
ENSG00000224506.2	2764	2933
ENSG00000135547.8	2710	2710
ENSG00000111912.19	7734	7894
ENSG00000232131.1	471	471
ENSG00000222445.1	301	301
ENSG00000111911.6	3130	3284
ENSG00000251920.1	73	93
ENSG00000066651.18	2793	2907
ENSG00000231842.1	553	553
ENSG00000213133.4	364	405
ENSG00000203760.8	821	821
ENSG00000207632.1	53	53
ENSG00000201613.1	71	77
ENSG00000220548.3	1264	1264
ENSG00000275953.1	1057	1057
ENSG00000217325.2	502	873
ENSG00000217404.2	690	750
ENSG00000146374.13	3148	3148
ENSG00000118518.15	3734	3734
ENSG00000093144.18	5867	5980
ENSG00000251768.1	61	61
ENSG00000213131.3	440	678
ENSG00000220744.1	686	861
ENSG00000220522.2	363	388
ENSG00000220694.2	516	524
ENSG00000255330.9	2003	11517
ENSG00000189367.14	1308	7251
ENSG00000214338.10	826	4353
ENSG00000184530.8	1492	1492
ENSG00000219284.2	322	322
ENSG00000218187.2	300	389
ENSG00000260212.1	347	433
ENSG00000219699.2	299	392
ENSG00000281248.1	595	595
ENSG00000172673.10	4308	4364
ENSG00000274493.1	189	190
ENSG00000152894.14	9187	9231
ENSG00000227945.1	722	722
ENSG00000224733.1	469	519
ENSG00000213130.3	720	742
ENSG00000206982.1	62	72
ENSG00000220110.1	426	436
ENSG00000202200.1	62	62
ENSG00000196569.11	10206	10206
ENSG00000220884.2	721	964
ENSG00000219642.2	491	1568
ENSG00000252554.1	76	76
ENSG00000233351.1	361	361
ENSG00000226149.5	827	834
ENSG00000146376.10	4606	4609
ENSG00000218689.2	785	785
ENSG00000219666.2	240	247
ENSG00000218725.2	1240	1265
ENSG00000219302.2	504	504
ENSG00000203756.7	639	639
ENSG00000198945.7	5162	5163
ENSG00000227678.7	2380	3003
ENSG00000164483.16	6474	7146
ENSG00000164484.11	6130	6130
ENSG00000202438.1	87	87
ENSG00000229923.2	304	304
ENSG00000256162.2	2482	2482
ENSG00000079819.18	10813	10843
ENSG00000118507.15	4374	4519
ENSG00000218857.1	1055	1132
ENSG00000219776.2	387	448
ENSG00000118520.14	2013	2013
ENSG00000112282.17	7516	7516
ENSG00000154269.14	3983	3998
ENSG00000252560.1	119	119
ENSG00000180658.4	88	1728
ENSG00000236761.5	197	2304
ENSG00000216917.2	539	562
ENSG00000266807.1	26	30
ENSG00000197594.11	7964	8251
ENSG00000219532.2	210	259
ENSG00000200895.1	269	290
ENSG00000237115.2	2265	2403
ENSG00000236673.5	2612	2984
ENSG00000280058.1	1227	1307
ENSG00000118523.5	2303	2309
ENSG00000227220.1	465	465
ENSG00000236166.1	713	713
ENSG00000265669.1	35	42
ENSG00000280155.1	1514	1514
ENSG00000228495.1	4064	4172
ENSG00000223912.1	1306	1321
ENSG00000079931.14	5258	5258
ENSG00000079950.13	16193	16384
ENSG00000225343.1	402	436
ENSG00000237110.2	1017	1017
ENSG00000146385.1	976	999
ENSG00000235998.1	212	212
ENSG00000146383.7	985	1008
ENSG00000135569.4	984	984
ENSG00000237449.1	1009	1009
ENSG00000179073.6	1048	1048
ENSG00000146378.6	1184	1184
ENSG00000146399.1	990	990
ENSG00000218194.1	469	469
ENSG00000112299.7	3057	3076
ENSG00000218991.1	847	855
ENSG00000093134.14	4037	4083
ENSG00000112303.13	2931	2976
ENSG00000234484.1	511	551
ENSG00000271488.1	769	769
ENSG00000146409.10	2474	2474
ENSG00000112306.7	494	766
ENSG00000206754.1	43	43
ENSG00000221500.1	46	46
ENSG00000200534.1	100	100
ENSG00000220557.1	574	612
ENSG00000279960.1	1561	1866
ENSG00000213122.4	360	460
ENSG00000231023.6	2544	2544
ENSG00000220113.2	219	219
ENSG00000112319.17	9124	9129
ENSG00000223542.1	601	601
ENSG00000234567.1	287	287
ENSG00000227954.6	7959	8052
ENSG00000238059.1	272	278
ENSG00000272428.1	361	361
ENSG00000218213.1	658	671
ENSG00000223586.5	1330	1331
ENSG00000118526.6	4547	4549
ENSG00000028839.9	5049	5116
ENSG00000146411.5	4438	4438
ENSG00000278744.1	156	156
ENSG00000216753.3	472	472
ENSG00000266875.2	208	266
ENSG00000118515.11	10316	10405
ENSG00000276703.1	48	48
ENSG00000200058.1	77	79
ENSG00000201309.1	52	72
ENSG00000220378.3	1065	1369
ENSG00000213118.4	396	404
ENSG00000231971.5	1701	1701
ENSG00000236700.5	2517	2547
ENSG00000232310.6	1328	1428
ENSG00000218772.2	962	1105
ENSG00000229722.1	449	449
ENSG00000227723.1	340	340
ENSG00000236389.1	899	899
ENSG00000213117.4	634	856
ENSG00000118514.13	2838	2950
ENSG00000240056.2	258	258
ENSG00000112339.14	10902	11354
ENSG00000283409.1	65	65
ENSG00000232876.1	756	760
ENSG00000118513.18	5981	6126
ENSG00000236703.1	419	419
ENSG00000207689.1	65	67
ENSG00000224374.1	183	186
ENSG00000135541.20	8920	9005
ENSG00000234084.1	547	547
ENSG00000201012.1	68	76
ENSG00000231028.8	3882	3882
ENSG00000226540.2	787	977
ENSG00000233534.1	501	501
ENSG00000217482.2	593	598
ENSG00000236378.1	747	747
ENSG00000171408.13	5804	5914
ENSG00000237596.6	6360	6751
ENSG00000213111.5	0	304
ENSG00000277973.1	318	353
ENSG00000146410.11	2474	2498
ENSG00000029363.16	7546	9790
ENSG00000216519.2	241	246
ENSG00000260418.1	344	344
ENSG00000135525.18	5513	5529
ENSG00000220660.2	778	803
ENSG00000216613.2	479	549
ENSG00000218424.2	259	259
ENSG00000271765.1	271	271
ENSG00000272189.1	1849	1858
ENSG00000197442.9	5257	5273
ENSG00000234263.1	475	475
ENSG00000212242.1	83	83
ENSG00000112357.12	1793	1805
ENSG00000201807.1	103	104
ENSG00000213109.4	1238	1267
ENSG00000182747.4	2329	2329
ENSG00000207247.1	60	72
ENSG00000230350.1	241	258
ENSG00000225391.5	1317	1355
ENSG00000235399.1	354	354
ENSG00000016402.13	4789	4789
ENSG00000164485.14	2927	2927
ENSG00000027697.13	2596	2596
ENSG00000177468.6	2017	2019
ENSG00000213108.3	276	446
ENSG00000230533.2	1282	1282
ENSG00000283265.1	1097	1130
ENSG00000220412.1	1499	1749
ENSG00000234956.5	736	736
ENSG00000207300.1	83	83
ENSG00000237499.6	3946	4077
ENSG00000118503.14	5168	5168
ENSG00000226004.1	543	543
